,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
42,Novotel München Messe,8.3,"Trudering - Riem, Munich",Very Good ,"2,032 reviews",Price 375 zł,8.7 km from center,Standard Queen Room,4,,
43,Leonardo Hotel Muenchen City West,8.0,"Sendling, Munich",Very Good ,"1,942 reviews",Price 334 zł,3.5 km from center,Comfort Triple Room,4,,
44,CREO Munich City,7.3,"Sendling - Westpark, Munich",Good ,"2,328 reviews",Price 258 zł,4.1 km from center,Economy Double Room,3,,
45,Super 8 by Wyndham Munich City North,8.1,"Schwabing-Freimann, Munich",Very Good ,"3,541 reviews",Price 277 zł,5.8 km from center,Standard Double Room,3,,
46,das HOTEL in München,7.1,"Maxvorstadt, Munich",Good ,"1,113 reviews",Price 385 zł,1.4 km from center,Basic Single Room,3,Breakfast included,
47,Hotel Am Nockherberg,8.1,"Au-Haidhausen, Munich",Very Good ,"1,048 reviews",Price 394 zł,1.9 km from center,Single Room,3,Breakfast included,
48,Hampton By Hilton Munich City West,7.7,"Schwanthalerhöhe, Munich",Good ,"7,660 reviews",Price 544 zł,3 km from center,Queen Room with Sofa Bed - Non-Smoking,3,Breakfast included,
49,Excelsior by Geisel,8.5,"Ludwigsvorstadt, Munich",Very Good ,"1,508 reviews",Price 746 zł,1 km from center,Classic Single Room,4,,
50,NH München Ost Conference Center,8.1,Munich,Very Good ,"2,600 reviews",Price 334 zł,8.3 km from center,Standard Double or Twin Room with Extra bed (2 Adults + 1 Child),4,,
51,Rocco Forte The Charles Hotel,8.9,"Maxvorstadt, Munich",Excellent ,484 reviews,"Price 2,158 zł",1.1 km from center,Classic King Room,5,,
52,Hotel Jedermann,8.4,"Ludwigsvorstadt, Munich",Very Good ,"1,382 reviews",Price 324 zł,1.8 km from center,Basic Single Room with Shared Bathroom,3,Breakfast included,
53,AZIMUT Hotel Munich,7.3,"Bogenhausen, Munich",Good ,"3,091 reviews",Original price 303 zł. Current price 288 zł.,5.4 km from center,Standard Double Room,4,,
54,Jaeger´s Munich (Hotel/Hostel),7.8,"Ludwigsvorstadt, Munich",Good ,"3,196 reviews",Price 109 zł,1.2 km from center,Bed in 10-Bed Mixed Dormitory Room - 18 to 35 years only,2,,
55,"Holiday Inn Munich - Leuchtenbergring, an IHG Hotel",8.4,"Au-Haidhausen, Munich",Very Good ,"2,520 reviews",Price 355 zł,2.9 km from center,Standard Queen Room,4,,
56,Ibis Muenchen City Ost,8.0,"Berg am Laim, Munich",Very Good ,"1,579 reviews",Price 300 zł,3.9 km from center,Double Room,2,,
57,Hotel Obermaier,8.5,"Trudering - Riem, Munich",Very Good ,"1,756 reviews",Price 469 zł,7.2 km from center,Economy Room,4,Breakfast included,
58,Hotel Mariandl,7.4,"Ludwigsvorstadt, Munich",Good ,495 reviews,Price 459 zł,1.3 km from center,Double Room with Shared Bathroom,0,Breakfast included,
59,"Holiday Inn München Süd, an IHG Hotel",7.6,"Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln, Munich",Good ,"1,058 reviews",Price 319 zł,6.5 km from center,Standard Queen Room with Balcony,4,,
60,King's Hotel First Class,8.4,"Maxvorstadt, Munich",Very Good ,"1,362 reviews",Price 532 zł,1.3 km from center,Single Room,4,,
61,Carlton Astoria,7.7,"Maxvorstadt, Munich",Good ,783 reviews,Price 568 zł,1.1 km from center,Single Room,3,,Location 9.4
62,Arthotel ANA Diva,8.2,"Maxvorstadt, Munich",Very Good ,"3,290 reviews",Price 394 zł,1.9 km from center,Standard Double Room,4,,
63,Maritim Hotel München,7.7,"Ludwigsvorstadt, Munich",Good ,"4,859 reviews",Price 545 zł,1.3 km from center,Standard Family Room,4,,
64,Hotel Bayerischer Hof,8.0,"Altstadt - Lehel, Munich",Very Good ,"1,507 reviews","Price 1,783 zł",400 m from center,Deluxe Single Room,5,,Location 9.6
65,Super 8 by Wyndham Munich City West,8.1,"Laim, Munich",Very Good ,"2,660 reviews",Price 281 zł,5.2 km from center,Standard Double Room,3,,
66,Motel One München-Messe,8.6,"Trudering - Riem, Munich",Excellent ,"1,220 reviews",Price 371 zł,8.6 km from center,King Room,3,,
67,relexa hotel München,8.0,"Ludwigsvorstadt, Munich",Very Good ,"1,649 reviews",Original price 596 zł. Current price 507 zł.,1.5 km from center,Comfort Double Room,4,,
68,Hotel Condor,7.0,"Ludwigsvorstadt, Munich",Good ,"5,847 reviews",Price 530 zł,1 km from center,Single Room,3,Breakfast included,
69,Hotel Montree,6.3,"Maxvorstadt, Munich",Review score ,"1,139 reviews",Price 291 zł,2.1 km from center,Single Room,3,,
70,King's Hotel Center Superior,8.7,"Maxvorstadt, Munich",Excellent ,"1,679 reviews",Original price 486 zł. Current price 414 zł.,1.4 km from center,Single Room,3,,
71,"Holiday Inn Express Munich - City East, an IHG Hotel",7.8,"Berg am Laim, Munich",Good ,"4,714 reviews",Price 315 zł,4 km from center,Standard Room,3,Breakfast included,
72,Novotel München City Arnulfpark,8.5,"Neuhausen - Nymphenburg, Munich",Very Good ,"2,288 reviews",Price 418 zł,3 km from center,Standard Twin Room,4,,
