,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
122,INFINITY CENTAR Zagreb,9.4,"Lower Town, Zagreb",Wonderful ,181 reviews,Original price 328 zł. Current price 307 zł.,400 m from center,Deluxe Double Room,4,,Location 9.7
123,Apartments ZAGREB TALES,9.2,"Lower Town, Zagreb",Wonderful ,229 reviews,Original price 244 zł. Current price 228 zł.,0.7 km from center,One-Bedroom Apartment,3,,Location 9.7
124,Zagreb Sleep & Eat,9.3,"Lower Town, Zagreb",Wonderful ,634 reviews,Price 444 zł,400 m from center,One-Bedroom Apartment,4,,Location 9.8
125,Houzzz21,8.7,"Maksimir, Zagreb",Excellent ,378 reviews,Original price 160 zł. Current price 149 zł.,3.4 km from center,Standard Double Room with Shared Bathroom,4,,
126,Dežman Luxury Center,9.1,"Lower Town, Zagreb",Wonderful ,692 reviews,Price 469 zł,0.6 km from center,Deluxe Double Room,4,,Location 9.7
127,Hotel Forty Two,8.2,Zagreb,Very Good ,"1,998 reviews",Price 375 zł,3.3 km from center,Standard Double Room (2 Adults),3,Breakfast included,
128,Rooms XXL,6.6,"Novi Zagreb, Zagreb",Review score ,372 reviews,Price 235 zł,3.9 km from center,Triple Room,3,,
129,Studio Apartments City&style,9.4,"Lower Town, Zagreb",Wonderful ,282 reviews,Price 352 zł,0.7 km from center,Deluxe King Studio,4,,Location 9.6
130,DTA Hebrangova,9.0,"Lower Town, Zagreb",Wonderful ,211 reviews,Price 239 zł,0.5 km from center,Studio,3,,Location 9.6
131,HAPPY,7.7,"Lower Town, Zagreb",Good ,38 reviews,Price 232 zł,1.1 km from center,One-Bedroom Apartment,3,,
132,At queens,9.1,"Lower Town, Zagreb",Wonderful ,"1,027 reviews",Price 222 zł,0.7 km from center,Superior Apartment,3,,Location 9.5
133,Apartments S&A,9.1,"Upper Town – Medvescak, Zagreb",Wonderful ,27 reviews,Price 328 zł,0.5 km from center,One-Bedroom Apartment,4,,Location 9.9
134,Go2Zagreb,9.1,Zagreb,Wonderful ,15 reviews,Price 469 zł,1.1 km from center,Superior Apartment,0,,
135,Fusion Apartments,8.5,"Lower Town, Zagreb",Very Good ,43 reviews,Price 282 zł,300 m from center,One-Bedroom Apartment,4,,Location 9.4
136,Apartment Gollner,9.6,"Lower Town, Zagreb",Exceptional ,126 reviews,Price 258 zł,450 m from center,One-Bedroom Apartment,3,,Location 9.9
137,MKR Family Room,9.0,"Lower Town, Zagreb",Wonderful ,276 reviews,Original price 291 zł. Current price 241 zł.,150 m from center,Studio Apartment,3,,Location 9.8
138,Apartment Nirvana,9.3,Zagreb,Wonderful ,161 reviews,Price 197 zł,2 km from center,Apartment - Ground Floor,3,,
139,Zagreb Centar Apartman 90m2,9.0,Zagreb,Wonderful ,67 reviews,Price 296 zł,2.3 km from center,Two-Bedroom Apartment,3,Breakfast included,
140,Rooms at Zajčeva 34,9.4,"Maksimir, Zagreb",Wonderful ,"1,595 reviews",Original price 369 zł. Current price 297 zł.,1.8 km from center,Superior Twin Room with City View,3,,
141,Random Room,9.1,Zagreb,Wonderful ,194 reviews,Price 141 zł,8.2 km from center,Double Room,3,,
142,Villa Zrina,8.4,Zagreb,Very Good ,333 reviews,Price 263 zł,2 km from center,Single Room,3,,
143,Dalija apartman,9.4,Zagreb,Wonderful ,29 reviews,Price 235 zł,7.1 km from center,Apartment,3,,Location 9.6
144,Hotel Fala,8.0,Zagreb,Very Good ,"1,561 reviews",Price 307 zł,2.2 km from center,Economy Double Room,2,,
145,Apartman Grand,9.1,Zagreb,Wonderful ,171 reviews,Price 244 zł,2.7 km from center,One-Bedroom Apartment,3,,
146,ParkLife Zagreb Apartments,9.7,"Lower Town, Zagreb",Exceptional ,122 reviews,Original price 780 zł. Current price 617 zł.,1.3 km from center,Duplex Apartment with Park View ,4,,Location 9.4
147,DesignDistrict Apartments,8.7,"Lower Town, Zagreb",Excellent ,240 reviews,Price 422 zł,0.9 km from center,Studio Apartment,3,,Location 9.5
148,The Place Apartments Hebrangova,8.8,"Lower Town, Zagreb",Excellent ,247 reviews,Price 557 zł,0.6 km from center,Deluxe King Room,4,,Location 9.6
149,Botanical garden,8.9,"Lower Town, Zagreb",Excellent ,76 reviews,Price 263 zł,1.2 km from center,One-Bedroom Apartment,3,,
150,Momo's Studio Apartment Zagreb,9.0,Zagreb,Wonderful ,139 reviews,Price 230 zł,1.7 km from center,Apartment,3,,
151,City Center Main Square Apartments Zagreb,9.6,"Lower Town, Zagreb",Exceptional ,341 reviews,Price 338 zł,500 m from center,Studio,4,,Location 9.7
152,Maksimir-Rebro,9.1,"Maksimir, Zagreb",Wonderful ,394 reviews,Price 235 zł,3 km from center,Apartment - Ground Floor,3,,
153,Lusso Zagreb,7.9,"Upper Town – Medvescak, Zagreb",Good ,96 reviews,Original price 253 zł. Current price 233 zł.,1.4 km from center,Studio Apartment,3,,
154,Hostel Centar,7.7,"Upper Town – Medvescak, Zagreb",Good ,237 reviews,Price 247 zł,200 m from center,Twin Room with Shared Bathroom,0,,Location 9.5
155,Hotel AS,9.0,"Upper Town – Medvescak, Zagreb",Wonderful ,441 reviews,Original price 477 zł. Current price 439 zł.,1.6 km from center,Deluxe Double or Twin Room,4,Breakfast included,
156,Boutique Cimer,8.7,"Lower Town, Zagreb",Excellent ,3 reviews,Original price 235 zł. Current price 216 zł.,0.9 km from center,Deluxe Queen Room,4,,Location 10
157,Mickey Mouse & Studio Mini,8.9,"Lower Town, Zagreb",Excellent ,405 reviews,Original price 244 zł. Current price 224 zł.,150 m from center,Studio,3,,Location 9.8
158,Flexible SelfCheckIns 13 & 14 - Le Petit & Le Grand Zagreb - Centre - New - Apartments Repinc,8.4,Zagreb,Very Good ,102 reviews,Original price 296 zł. Current price 281 zł.,1.8 km from center,Studio Apartment Le Petit,3,,
159,City Centre Dream place,9.2,"Lower Town, Zagreb",Wonderful ,382 reviews,Original price 425 zł. Current price 402 zł.,500 m from center,Studio Apartment,4,,Location 9.6
160,Apartmani Nighty Night,9.5,Zagreb,Exceptional ,123 reviews,Price 277 zł,1.9 km from center,Double Room - Non-Smoking ,4,,Location 9.6
161,Aurea City Center Apartment Zagreb,9.4,"Lower Town, Zagreb",Wonderful ,31 reviews,Original price 366 zł. Current price 340 zł.,350 m from center,Studio Apartment,4,,Location 9.8
162,ParkLife Zagreb Apartments,9.7,"Lower Town, Zagreb",Exceptional ,122 reviews,Original price 780 zł. Current price 567 zł.,1.3 km from center,Duplex Apartment with Park View ,4,,Location 9.4
163,Apartments Lucky Place,9.1,"Lower Town, Zagreb",Wonderful ,639 reviews,Original price 282 zł. Current price 207 zł.,1 km from center,Studio with Double Bed,2,,Location 9.5
164,Hotel Puntijar,8.9,Zagreb,Excellent ,598 reviews,Original price 360 zł. Current price 331 zł.,4.2 km from center,Superior Twin Room,4,Breakfast included,
165,Lugarnica,8.5,Zagreb,Very Good ,239 reviews,Original price 296 zł. Current price 272 zł.,7.3 km from center,Double Room,3,,
166,JUPITER Apartment Zagreb Centar,9.2,"Lower Town, Zagreb",Wonderful ,32 reviews,Original price 328 zł. Current price 302 zł.,0.8 km from center,One-Bedroom Apartment,3,,Location 9.7
167,Leptir,8.9,Zagreb,Excellent ,314 reviews,Original price 214 zł. Current price 197 zł.,3 km from center,Twin Room,0,,
168,Bona Fide Main Square Designer Apartments,9.8,"Lower Town, Zagreb",Exceptional ,44 reviews,Original price 511 zł. Current price 470 zł.,300 m from center,One-Bedroom Apartment,3,,Location 9.8
169,Celic Art Apartments,8.2,Zagreb,Very Good ,637 reviews,Price 235 zł,3.6 km from center,One-Bedroom Apartment,2,,
170,Hotel Blue,8.2,Zagreb,Very Good ,"1,857 reviews",Price 431 zł,2.1 km from center,Standard Triple Room Street Entrance Ground Floor,4,,
171,Zagreb Centar Apartman 90m2,9.0,Zagreb,Wonderful ,67 reviews,Original price 296 zł. Current price 272 zł.,2.3 km from center,Two-Bedroom Apartment,3,Breakfast included,
172,Citylux Apartments,9.4,"Lower Town, Zagreb",Wonderful ,300 reviews,Price 352 zł,1.1 km from center,Studio Apartment,3,,Location 9.3
173,Villa Zrina,8.4,Zagreb,Very Good ,333 reviews,Original price 263 zł. Current price 242 zł.,2 km from center,Single Room,3,,
174,Guesthouse Lessi,8.3,"Upper Town – Medvescak, Zagreb",Very Good ,326 reviews,Original price 267 zł. Current price 246 zł.,200 m from center,Comfort Triple Room,3,,Location 9.7
175,Octagon Main Square Apartment,9.0,"Lower Town, Zagreb",Wonderful ,100 reviews,Original price 282 zł. Current price 259 zł.,200 m from center,Luxury One-Bedroom Apartment,4,,Location 9.9
176,Zagreb center free parking,9.0,"Lower Town, Zagreb",Wonderful ,153 reviews,Original price 328 zł. Current price 302 zł.,1.2 km from center,One-Bedroom Apartment,3,,Location 9.3
177,Carolina,8.7,"Novi Zagreb, Zagreb",Excellent ,103 reviews,Original price 188 zł. Current price 173 zł.,4.6 km from center,Apartment,3,,
178,At queens,9.1,"Lower Town, Zagreb",Wonderful ,"1,027 reviews",Price 222 zł,0.7 km from center,Superior Apartment,3,,Location 9.5
179,Zagreb Sleep & Eat,9.3,"Lower Town, Zagreb",Wonderful ,634 reviews,Price 444 zł,400 m from center,One-Bedroom Apartment,4,,Location 9.8
180,Studio Ami,8.8,"Lower Town, Zagreb",Excellent ,88 reviews,Price 277 zł,1.6 km from center,Studio,3,,
181,King's Street Apartments,8.6,"Lower Town, Zagreb",Excellent ,222 reviews,Price 282 zł,0.7 km from center,Studio Apartment,3,,Location 9.5
182,Apartmani Arena Zagreb,9.2,"Novi Zagreb, Zagreb",Wonderful ,234 reviews,Price 169 zł,5.1 km from center,One-Bedroom Apartment,3,,
183,Carolina,8.7,"Novi Zagreb, Zagreb",Excellent ,103 reviews,Price 188 zł,4.6 km from center,Apartment,3,,
184,City Centre Dream place,9.2,"Lower Town, Zagreb",Wonderful ,382 reviews,Price 425 zł,500 m from center,Studio Apartment,4,,Location 9.6
185,Hotel Puntijar,8.9,Zagreb,Excellent ,598 reviews,Price 360 zł,4.2 km from center,Superior Twin Room,4,Breakfast included,
186,Poppy Apartments Zagreb (MINT),9.8,"Lower Town, Zagreb",Exceptional ,23 reviews,Price 324 zł,1.3 km from center,One-Bedroom Apartment,4,,Location 9.9
187,Studio Apartman KRILA WINGS,9.8,Zagreb,Exceptional ,147 reviews,Price 469 zł,6.6 km from center,One-Bedroom Apartment,4,,Location 9.4
188,St. Marks Apartment 2,8.6,"Upper Town – Medvescak, Zagreb",Excellent ,108 reviews,Price 235 zł,0.5 km from center,Studio Apartment,4,,Location 9.4
189,Apartments Lina - Center with free parking!,8.6,"Lower Town, Zagreb",Excellent ,323 reviews,Price 324 zł,450 m from center,Studio,3,,Location 9.8
190,"Cosy&Private,30sec walk to MainSquare, Heart of Zagreb",8.4,"Upper Town – Medvescak, Zagreb",Very Good ,63 reviews,Price 422 zł,100 m from center,Deluxe Studio,3,,Location 9.6
191,Indigo Centar,9.1,"Lower Town, Zagreb",Wonderful ,341 reviews,Price 469 zł,0.7 km from center,Apartment with Terrace,4,,Location 9.5
192,Apartment Karlos,9.2,Zagreb,Wonderful ,123 reviews,Price 235 zł,1.6 km from center,Studio Apartment,3,,Location 9.5
193,Novi Zagreb Dugave Studio apartman Tea,9.6,"Novi Zagreb, Zagreb",Exceptional ,38 reviews,Price 328 zł,5.8 km from center,One-Bedroom Apartment,3,,
194,City Garden Studio Apartment,9.4,"Lower Town, Zagreb",Wonderful ,45 reviews,Price 399 zł,0.9 km from center,Studio with Garden View,3,,Location 9.4
195,St. Marks Apartment 1,9.0,"Upper Town – Medvescak, Zagreb",Wonderful ,162 reviews,Price 282 zł,500 m from center,Studio Apartment,4,,Location 9.7
196,Tia Apartments and Rooms,8.2,"Lower Town, Zagreb",Very Good ,394 reviews,Price 305 zł,0.9 km from center,Standard Twin Room,4,,Location 9.3
197,Jacuzzi studio apartman Mare's,10,Zagreb,Exceptional ,152 reviews,Price 469 zł,8.3 km from center,One-Bedroom Apartment,4,,Location 9.6
198,Apartman ARIA,,"Novi Zagreb, Zagreb",,,Price 328 zł,6 km from center,Two-Bedroom Apartment,3,,
199,Like Home,10,"Lower Town, Zagreb",Exceptional ,4 reviews,Price 317 zł,0.6 km from center,One-Bedroom Apartment,3,,Location 10
200,Tesla Boutique Apartments & Rooms,9.1,"Lower Town, Zagreb",Wonderful ,568 reviews,Price 446 zł,300 m from center,Deluxe One-Bedroom Apartment,4,,Location 9.8
201,Apartments Nera,5.8,"Upper Town – Medvescak, Zagreb",Review score ,73 reviews,Price 181 zł,2 km from center,Comfort Double Room,2,,
202,Private Rooms at Hostel63,8.3,"Lower Town, Zagreb",Very Good ,481 reviews,Price 266 zł,0.6 km from center,Superior Twin or Double Room with Private Bathroom,0,,Location 9.3
203,Apartments Nera,5.8,"Upper Town – Medvescak, Zagreb",Review score ,73 reviews,Price 181 zł,2 km from center,Comfort Double Room,2,,
204,Private Rooms at Hostel63,8.3,"Lower Town, Zagreb",Very Good ,481 reviews,Price 266 zł,0.6 km from center,Superior Twin or Double Room with Private Bathroom,0,,Location 9.3
205,Flexible SelfCheckIns 9 - Zagreb - Garage - Electric vehicle ccharger - Loggia - New - Apartments Repinc 9,8.9,Zagreb,Excellent ,44 reviews,Price 404 zł,5.7 km from center,Apartment with Balcony,3,,
206,STYLISH URBAN OASIS,9.3,Zagreb,Wonderful ,82 reviews,Price 338 zł,1.7 km from center,Apartment - Ground Floor,3,,
207,St. Marks Apartment 2,8.6,"Upper Town – Medvescak, Zagreb",Excellent ,108 reviews,Price 235 zł,0.5 km from center,Studio Apartment,4,,Location 9.4
208,Charming Apartment Beautiful View,9.5,"Upper Town – Medvescak, Zagreb",Exceptional ,73 reviews,Price 282 zł,500 m from center,One-Bedroom Apartment,3,,Location 9.9
209,Leptir,8.9,Zagreb,Excellent ,314 reviews,Price 214 zł,3 km from center,Twin Room,0,,
210,"Apartment-Tia, Self check-in",9.6,Zagreb,Exceptional ,56 reviews,Price 380 zł,1.7 km from center,One-Bedroom Apartment,3,,Location 9.5
211,Premium Class Apartments III,8.5,"Lower Town, Zagreb",Very Good ,14 reviews,Price 375 zł,300 m from center,One-Bedroom Apartment,0,,
212,Apartments and Rooms Trsje,9.0,Zagreb,Wonderful ,71 reviews,Price 652 zł,3.7 km from center,Deluxe Two-Bedroom Apartment,4,,
213,"APARTMENT "" Studio Green """,8.8,Zagreb,Excellent ,151 reviews,Price 177 zł,2.4 km from center,One-Bedroom Apartment,3,,
214,Bianka Apartment,8.0,"Lower Town, Zagreb",Very Good ,209 reviews,Price 282 zł,0.6 km from center,Apartment - Ground Floor,3,,Location 9.5
215,Hotel Blue,8.2,Zagreb,Very Good ,"1,857 reviews",Price 431 zł,2.1 km from center,Standard Triple Room Street Entrance Ground Floor,4,,
216,M4You,8.0,"Lower Town, Zagreb",Very Good ,10 reviews,Price 328 zł,0.6 km from center,One-Bedroom Apartment,3,,Location 9.8
217,Penthouse “Sky 16” Studio Apartment,9.5,"Novi Zagreb, Zagreb",Exceptional ,67 reviews,Price 305 zł,4.5 km from center,Penthouse Apartment,3,,Location 9.5
218,Rooms Miki,8.4,Zagreb,Very Good ,147 reviews,Price 160 zł,5.4 km from center,Single Room,0,,
219,Casa V Luxury Apartments,9.6,Zagreb,Exceptional ,"1,135 reviews",Price 314 zł,3.1 km from center,Comfort Apartment,3,,
220,Apartment San Marco,8.5,"Upper Town – Medvescak, Zagreb",Very Good ,65 reviews,Price 258 zł,0.5 km from center,Apartment - Ground Floor,4,,Location 9.6
221,"Apartman ""Britanac""",8.6,"Upper Town – Medvescak, Zagreb",Excellent ,46 reviews,Price 225 zł,1.1 km from center,Apartment,3,,Location 9.7
222,Apartments ABA Zagreb,8.9,"Lower Town, Zagreb",Excellent ,243 reviews,Price 282 zł,0.9 km from center,Studio,3,,Location 9.5
223,Flower Square Apartments,7.9,"Lower Town, Zagreb",Good ,267 reviews,Price 432 zł,200 m from center,Studio,3,,Location 9.5
224,Apartment Jasna,9.8,"Maksimir, Zagreb",Exceptional ,74 reviews,Price 305 zł,1.8 km from center,One-Bedroom Apartment,5,,
225,Golden Star,9.5,"Lower Town, Zagreb",Exceptional ,54 reviews,Price 399 zł,0.8 km from center,Three-Bedroom Apartment,4,,Location 9.8
226,Guesthouse Lessi,8.3,"Upper Town – Medvescak, Zagreb",Very Good ,326 reviews,Price 267 zł,200 m from center,Comfort Triple Room,3,,Location 9.7
227,Tulip & Rose Zagreb Apartment,9.1,"Lower Town, Zagreb",Wonderful ,119 reviews,Price 563 zł,1 km from center,Studio Apartment,3,,Location 9.5
228,Octagon Main Square Apartment,9.0,"Lower Town, Zagreb",Wonderful ,100 reviews,Original price 282 zł. Current price 263 zł.,200 m from center,Luxury One-Bedroom Apartment,4,,Location 9.9
229,B&B Schlosser,8.7,"Lower Town, Zagreb",Excellent ,894 reviews,Original price 430 zł. Current price 402 zł.,500 m from center,Double Room with Private Bathroom,4,Breakfast included,Location 9.5
230,JUPITER Apartment Zagreb Centar,9.2,"Lower Town, Zagreb",Wonderful ,32 reviews,Original price 328 zł. Current price 307 zł.,0.8 km from center,One-Bedroom Apartment,3,,Location 9.7
231,Palace Apartments by ZGrent,8.3,"Lower Town, Zagreb",Very Good ,132 reviews,Price 328 zł,0.7 km from center,Superior Apartment,4,,Location 9.3
232,St. Marks Apartment 2,8.6,"Upper Town – Medvescak, Zagreb",Excellent ,108 reviews,Original price 235 zł. Current price 219 zł.,0.5 km from center,Studio Apartment,4,,Location 9.4
233,Frida's Majestic Living,9.9,"Lower Town, Zagreb",Exceptional ,11 reviews,Original price 657 zł. Current price 614 zł.,250 m from center,Apartment,0,,Location 10
234,Studio Apartment Maestral,8.3,Zagreb,Very Good ,31 reviews,Price 188 zł,6.4 km from center,Studio Apartment,3,,
235,Central Bus Station Apartment,9.5,Zagreb,Exceptional ,181 reviews,Original price 563 zł. Current price 526 zł.,1.5 km from center,Two-Bedroom Apartment,3,,Location 9.4
236,"BAN apartment, feel like home",10,Zagreb,Exceptional ,1 review,Original price 431 zł. Current price 403 zł.,2 km from center,Two-Bedroom Apartment,3,,Location 10
237,Apartment Old Zagreb,8.8,"Upper Town – Medvescak, Zagreb",Excellent ,65 reviews,Original price 342 zł. Current price 319 zł.,400 m from center,One-Bedroom Apartment,3,,Location 9.7
238,"APARTMENT "" Studio Green """,8.8,Zagreb,Excellent ,151 reviews,Original price 177 zł. Current price 166 zł.,2.4 km from center,One-Bedroom Apartment,3,,
239,Zen Voyage,9.9,"Novi Zagreb, Zagreb",Exceptional ,45 reviews,Original price 328 zł. Current price 307 zł.,5.6 km from center,Apartment,3,,Location 9.9
240,Apartment Jelena,9.9,"Lower Town, Zagreb",Exceptional ,25 reviews,Original price 290 zł. Current price 271 zł.,1.8 km from center,One-Bedroom Apartment,0,,Location 9.7
241,Design District Apartments,9.2,"Lower Town, Zagreb",Wonderful ,63 reviews,Original price 399 zł. Current price 373 zł.,0.6 km from center,Studio Apartment,3,,Location 9.4
242,Apartment Zagreb Center Sky Oasis,7.8,"Lower Town, Zagreb",Good ,21 reviews,Original price 277 zł. Current price 259 zł.,150 m from center,Studio Apartment,3,,Location 9.4
243,Sten apartment Zagreb,9.7,"Lower Town, Zagreb",Exceptional ,3 reviews,Original price 328 zł. Current price 313 zł.,1.1 km from center,Standard Triple Studio,0,,Location 10
244,LunaRo,9.9,"Novi Zagreb, Zagreb",Exceptional ,34 reviews,Original price 657 zł. Current price 614 zł.,3.5 km from center,Apartment,4,,Location 9.4
245,Luxury City Center Apartments close to National Theater,8.7,"Lower Town, Zagreb",Excellent ,332 reviews,Original price 460 zł. Current price 430 zł.,0.7 km from center,Studio,3,,Location 9.4
246,Zagreb Spin&Fly Palma,9.3,"Lower Town, Zagreb",Wonderful ,489 reviews,Original price 328 zł. Current price 307 zł.,0.5 km from center,Studio Apartment,3,,Location 9.6
247,Iva,9.6,Zagreb,Exceptional ,38 reviews,Original price 258 zł. Current price 241 zł.,6.8 km from center,One-Bedroom Apartment,3,,Location 9.4
248,Apartman Jagodić,9.7,"Maksimir, Zagreb",Exceptional ,90 reviews,Original price 282 zł. Current price 263 zł.,1.7 km from center,Apartment,3,,Location 9.4
249,"Vila Marija sobe,wellnes ap već od 115eura",7.9,Zagreb,Good ,230 reviews,Original price 272 zł. Current price 254 zł.,5.3 km from center,Deluxe Double or Twin Room,3,,
250,Apartment History,8.4,"Upper Town – Medvescak, Zagreb",Very Good ,59 reviews,Original price 328 zł. Current price 307 zł.,150 m from center,Apartment,3,,Location 9.8
251,Croatia_Zagreb Apartment,9.3,"Maksimir, Zagreb",Wonderful ,8 reviews,Original price 422 zł. Current price 395 zł.,1.8 km from center,Two-Bedroom Apartment,3,,Location 9.4
252,Nova Galerija Studio Vita i Apartman Sara,9.1,Zagreb,Wonderful ,94 reviews,Original price 422 zł. Current price 395 zł.,6.5 km from center,Standard Studio,4,,
253,Katarina studio apartman,8.6,Zagreb,Excellent ,9 reviews,Original price 296 zł. Current price 276 zł.,2.3 km from center,One-Bedroom Apartment,3,,
254,Smart Apartment,9.5,"Lower Town, Zagreb",Exceptional ,92 reviews,Original price 493 zł. Current price 461 zł.,0.8 km from center,Two-Bedroom Apartment,3,,Location 9.9
255,Frida's Majestic Living,9.9,"Lower Town, Zagreb",Exceptional ,11 reviews,Price 657 zł,250 m from center,Apartment,0,,Location 10
256,Studio apartman Bruno,9.3,"Novi Zagreb, Zagreb",Wonderful ,156 reviews,Price 223 zł,4.5 km from center,One-Bedroom Apartment,3,,
257,Apartment History,8.4,"Upper Town – Medvescak, Zagreb",Very Good ,59 reviews,Price 328 zł,150 m from center,Apartment,3,,Location 9.8
258,Penthouse “Sky 16” Studio Apartment,9.5,"Novi Zagreb, Zagreb",Exceptional ,67 reviews,Price 305 zł,4.5 km from center,Penthouse Apartment,3,,Location 9.5
259,Maksimir-Rebro,9.1,"Maksimir, Zagreb",Wonderful ,394 reviews,Price 235 zł,3 km from center,Apartment - Ground Floor,3,,
260,Apartman Golf,9.4,"Lower Town, Zagreb",Wonderful ,44 reviews,Price 222 zł,300 m from center,Two-Bedroom Apartment,3,,Location 9.8
261,The Place Apartments Hebrangova,8.8,"Lower Town, Zagreb",Excellent ,247 reviews,Price 557 zł,0.6 km from center,Deluxe King Room,4,,Location 9.6
262,TOP Apartman,9.3,"Lower Town, Zagreb",Wonderful ,94 reviews,Price 235 zł,350 m from center,Apartment,3,,Location 9.7
263,DesignDistrict Apartments,8.7,"Lower Town, Zagreb",Excellent ,240 reviews,Price 422 zł,0.9 km from center,Studio Apartment,3,,Location 9.5
264,Apartment Old Zagreb,8.8,"Upper Town – Medvescak, Zagreb",Excellent ,65 reviews,Price 342 zł,400 m from center,One-Bedroom Apartment,3,,Location 9.7
265,Apartments Lisinski,9.4,Zagreb,Wonderful ,"1,005 reviews",Price 200 zł,1.5 km from center,Studio Apartment,3,,Location 9.3
266,STYLISH URBAN OASIS,9.3,Zagreb,Wonderful ,82 reviews,Price 338 zł,1.7 km from center,Apartment - Ground Floor,3,,
267,In-N-Out Ilica,9.1,"Lower Town, Zagreb",Wonderful ,80 reviews,Price 422 zł,0.8 km from center,Studio Apartment,4,,Location 9.6
268,Iva,9.6,Zagreb,Exceptional ,38 reviews,Price 258 zł,6.8 km from center,One-Bedroom Apartment,3,,Location 9.4
269,Apartman Jagodić,9.7,"Maksimir, Zagreb",Exceptional ,90 reviews,Price 282 zł,1.7 km from center,Apartment,3,,Location 9.4
270,Apartment Poljak,8.9,"Lower Town, Zagreb",Excellent ,50 reviews,Price 279 zł,1.5 km from center,Apartment,3,,Location 9.4
271,Apartments Rooms FONTANE TRNJE,7.4,Zagreb,Good ,657 reviews,Price 282 zł,1.6 km from center,Apartment,3,,
272,Swan Apartment,8.5,"Maksimir, Zagreb",Very Good ,124 reviews,Price 282 zł,1.6 km from center,Studio Apartment,3,,
273,Spacious Apartment in Radnička Business Zone - FREE PARKING,9.5,Zagreb,Exceptional ,25 reviews,Price 619 zł,1.8 km from center,One-Bedroom Apartment,4,,Location 9.5
274,Apartman Myra,8.3,"Novi Zagreb, Zagreb",Very Good ,74 reviews,Price 253 zł,4.5 km from center,Apartment,3,,
275,Spacious and Modern Central Triplex- FREE PARKING!,9.7,"Lower Town, Zagreb",Exceptional ,3 reviews,"Price 1,295 zł",0.7 km from center,Three-Bedroom Apartment,4,,Location 10
276,Ilica Luxury Center,9.1,"Lower Town, Zagreb",Wonderful ,300 reviews,Price 422 zł,150 m from center,Deluxe Double Room,4,,Location 9.8
277,APARTMAN MARIO - ARENA ZAGREB,9.8,"Novi Zagreb, Zagreb",Exceptional ,62 reviews,Price 282 zł,5.6 km from center,One-Bedroom Apartment,3,,Location 9.8
278,Apartman Gita Zagreb,9.6,Zagreb,Exceptional ,61 reviews,Price 258 zł,2.8 km from center,Apartment,3,,
279,Apartments Nera,5.8,"Upper Town – Medvescak, Zagreb",Review score ,73 reviews,Price 181 zł,2 km from center,Comfort Double Room,2,,
280,Poppy Apartments Zagreb (MINT),9.8,"Lower Town, Zagreb",Exceptional ,23 reviews,Price 324 zł,1.3 km from center,One-Bedroom Apartment,4,,Location 9.9
281,Savski Gaj,8.8,"Novi Zagreb, Zagreb",Excellent ,327 reviews,Price 164 zł,5.1 km from center,Single Room with Shared Bathroom,2,,
282,Flexible SelfCheckIns 13 & 14 - Le Petit & Le Grand Zagreb - Centre - New - Apartments Repinc,8.4,Zagreb,Very Good ,102 reviews,Original price 296 zł. Current price 284 zł.,1.8 km from center,Studio Apartment Le Petit,3,,
283,StayWithUs,,"Lower Town, Zagreb",,,Price 499 zł,500 m from center,One-Bedroom Apartment,0,,
284,Design Triplex in the City Center with a Balcony,8.7,"Lower Town, Zagreb",Excellent ,3 reviews,"Original price 2,120 zł. Current price 1,982 zł.",0.8 km from center,Three-Bedroom Apartment,3,,Location 10
285,Fifty Apartments,8.9,"Lower Town, Zagreb",Excellent ,74 reviews,Original price 274 zł. Current price 257 zł.,0.9 km from center,One-Bedroom Apartment,3,,Location 9.5
286,Marinac Apartment,8.1,"Upper Town – Medvescak, Zagreb",Very Good ,58 reviews,Original price 235 zł. Current price 219 zł.,150 m from center,Studio Apartment,3,,Location 9.8
287,Apartment Manus A,9.6,"Lower Town, Zagreb",Exceptional ,26 reviews,Original price 305 zł. Current price 285 zł.,1 km from center,Studio Apartment,3,,Location 9.9
288,ZagrebRent Apartments,8.5,"Lower Town, Zagreb",Very Good ,127 reviews,Price 328 zł,1.3 km from center,Superior One-Bedroom Apartment,4,,
289,Apartman Urban & 4,9.1,"Novi Zagreb, Zagreb",Wonderful ,157 reviews,Original price 328 zł. Current price 307 zł.,4.2 km from center,Apartment,3,,
290,Lugarnica,8.5,Zagreb,Very Good ,239 reviews,Original price 296 zł. Current price 276 zł.,7.3 km from center,Double Room,3,,
291,Apartments City of Hearts 1 & 2,7.2,"Upper Town – Medvescak, Zagreb",Good ,52 reviews,Original price 282 zł. Current price 265 zł.,100 m from center,Studio Apartment,3,,Location 9.6
292,Apartment Gollner,9.6,"Lower Town, Zagreb",Exceptional ,126 reviews,Original price 258 zł. Current price 241 zł.,450 m from center,One-Bedroom Apartment,3,,Location 9.9
293,Flexible SelfCheckIns 9 - Zagreb - Garage - Electric vehicle ccharger - Loggia - New - Apartments Repinc 9,8.9,Zagreb,Excellent ,44 reviews,Original price 404 zł. Current price 385 zł.,5.7 km from center,Apartment with Balcony,3,,
294,Happy Guest Apartment Zagreb,9.8,"Lower Town, Zagreb",Exceptional ,65 reviews,Original price 347 zł. Current price 325 zł.,1.4 km from center,Apartment with Balcony,4,,Location 9.7
