,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
217,Invicta House Serpa Pinto,7.9,"Paranhos, Porto",Good ,55 reviews,Price 221 zł,2 km from center,Deluxe Apartment,3,,
218,Porto Downtown Lovers Suites: Bombarda 451,9.3,"União de Freguesias do Centro, Porto",Wonderful ,993 reviews,Price 490 zł,1 km from center,Studio,4,,
219,Duerming Republik Aparthotel,9.3,"União de Freguesias do Centro, Porto",Wonderful ,3 reviews,Price 291 zł,450 m from center,Studio,3,,Location 10
220,Maria da SÉ Historic House,9.3,"União de Freguesias do Centro, Porto",Wonderful ,324 reviews,Price 487 zł,0.7 km from center,Standard Double Room,0,,Location 9.8
221,Charm Palace Porto,8.7,"Bonfim, Porto",Excellent ,398 reviews,Original price 685 zł. Current price 469 zł.,0.8 km from center,Superior Studio,4,,
222,Memoria Porto FLH Hotels,9.3,"União de Freguesias do Centro, Porto",Wonderful ,"1,633 reviews",Price 576 zł,1.1 km from center,Twin Room with Interior View,4,Breakfast included,Location 9.8
223,Casa Antiga,8.9,"União de Freguesias do Centro, Porto",Excellent ,312 reviews,Price 596 zł,0.9 km from center,Standard Double Room,4,Breakfast included,
224,Portotem Premium - The Best Rest,8.0,"União de Freguesias do Centro, Porto",Very Good ,139 reviews,Original price 619 zł. Current price 521 zł.,0.8 km from center,Duplex Studio,3,,
225,Casual Inca Porto,8.2,"União de Freguesias do Centro, Porto",Very Good ,"2,842 reviews",Price 346 zł,400 m from center,Standard Single Room,4,,
226,PortoBay Teatro,9.1,"União de Freguesias do Centro, Porto",Wonderful ,"1,466 reviews",Price 760 zł,350 m from center,Tribune Room,4,,Location 9.7
227,PortoSense Ribeira,9.1,"União de Freguesias do Centro, Porto",Wonderful ,211 reviews,Price 662 zł,1 km from center,Studio,4,,Location 9.8
228,iStudios Campanhã,5.1,"Campanhã, Porto",Review score ,844 reviews,Price 175 zł,2 km from center,Loft,0,,
229,Hotel Universal,7.6,"União de Freguesias do Centro, Porto",Good ,"1,935 reviews",Price 221 zł,250 m from center,Budget Double or Twin Room - Attic - no pet allowed,2,,Location 9.6
230,Signature Apartments Santa Catarina,9.0,"União de Freguesias do Centro, Porto",Wonderful ,711 reviews,Price 361 zł,0.7 km from center,One-Bedroom Apartment,4,,
231,AL Pitões,6.6,"Campanhã, Porto",Review score ,77 reviews,Price 263 zł,2 km from center,Double Room,3,,
232,Grande Oceano Guest House,7.3,"União de Freguesias do Centro, Porto",Good ,515 reviews,Price 174 zł,300 m from center,Economy Single Room,0,,
233,Hotel Premium Porto Downtown,8.1,"União de Freguesias do Centro, Porto",Very Good ,944 reviews,Price 364 zł,0.7 km from center,Single Room,4,,
234,ML Formosa Deluxe Rooms,7.7,"União de Freguesias do Centro, Porto",Good ,230 reviews,Price 247 zł,0.7 km from center,Economy Double Room with Shared Bathroom,3,,
235,Invictus Porto Apartment,8.5,"União de Freguesias do Centro, Porto",Very Good ,84 reviews,Price 256 zł,1.4 km from center,One-Bedroom Apartment,3,,
236,Porto Náutico & Spa,9.1,"União de Freguesias do Centro, Porto",Wonderful ,451 reviews,Price 719 zł,250 m from center,Deluxe Studio,4,,Location 9.5
237,Porto Deluxe Suites,9.3,"Lordelo do Ouro e Massarelos, Porto",Wonderful ,575 reviews,Price 361 zł,2.1 km from center,Deluxe Room,3,,
238,LETHESHOME Apartments,9.4,"União de Freguesias do Centro, Porto",Wonderful ,"1,007 reviews",Price 686 zł,350 m from center,One-Bedroom Apartment,4,,Location 9.9
239,Invicta house Boavista,7.7,"União de Freguesias do Centro, Porto",Good ,98 reviews,Price 169 zł,1.7 km from center,Deluxe Apartment,3,,
240,ML Apartments Charming Rooms,7.7,"União de Freguesias do Centro, Porto",Good ,277 reviews,Price 302 zł,500 m from center,Double Room with Private Bathroom,0,,Location 9.3
241,AC Hotel Porto by Marriott,8.1,"Campanhã, Porto",Very Good ,810 reviews,Price 343 zł,2.9 km from center,"Guest room, 1 Queen",4,,
242,Hotel S. Gabriel,7.5,"União de Freguesias do Centro, Porto",Good ,"2,163 reviews",Price 289 zł,0.6 km from center,Double Room,2,Breakfast included,
243,Allegra 508,8.6,"Bonfim, Porto",Excellent ,614 reviews,Original price 544 zł. Current price 437 zł.,0.8 km from center,Double Room,3,,
244,"Mouco Hotel - Stay, Listen & Play",9.0,"Bonfim, Porto",Wonderful ,"1,349 reviews",Price 347 zł,1.7 km from center,Standard Double Room,4,,
245,Aparthotel Oporto Anselmo,8.8,"Bonfim, Porto",Excellent ,"2,888 reviews",Price 297 zł,0.9 km from center,One-Bedroom Apartment with Balcony and Street View,4,,
246,Turista Da Trindade,8.9,"União de Freguesias do Centro, Porto",Excellent ,646 reviews,Price 361 zł,0.6 km from center,Standard Twin Room,3,,
247,Charm Palace Porto,8.7,"Bonfim, Porto",Excellent ,398 reviews,Original price 685 zł. Current price 469 zł.,0.8 km from center,Superior Studio,4,,
248,Memoria Porto FLH Hotels,9.3,"União de Freguesias do Centro, Porto",Wonderful ,"1,633 reviews",Price 576 zł,1.1 km from center,Twin Room with Interior View,4,Breakfast included,Location 9.8
249,Pestana Vintage Porto Hotel & World Heritage Site,8.6,"União de Freguesias do Centro, Porto",Excellent ,"1,021 reviews",Price 924 zł,1 km from center,Classic Double or Twin Room,5,Breakfast included,Location 9.7
250,Maison Albar Hotels Le Monumental Palace,9.5,"União de Freguesias do Centro, Porto",Exceptional ,421 reviews,"Price 1,182 zł",150 m from center,Superior Double or Twin Room,5,,Location 9.8
251,TMJ BeB,7.8,"União de Freguesias do Centro, Porto",Good ,462 reviews,Price 244 zł,350 m from center,Double Economy Room,3,,Location 9.3
252,Torel 1884 Suites & Apartments,9.3,"União de Freguesias do Centro, Porto",Wonderful ,406 reviews,"Original price 1,022 zł. Current price 819 zł.",0.7 km from center,Standard Apartment,5,,Location 9.6
253,Bonjardim 560,10,"União de Freguesias do Centro, Porto",Exceptional ,1 review,Original price 889 zł. Current price 713 zł.,250 m from center,Deluxe Duplex Garden View,5,,Location 10
254,Made in You - Oporto Guesthouse,7.7,"Paranhos, Porto",Good ,108 reviews,Price 174 zł,2 km from center,Standard Double or Twin Room,0,,
255,Signature Apartments Santa Catarina,9.0,"União de Freguesias do Centro, Porto",Wonderful ,711 reviews,Price 361 zł,0.7 km from center,One-Bedroom Apartment,4,,
256,Hotel Paulista,7.7,"União de Freguesias do Centro, Porto",Good ,"1,808 reviews",Price 197 zł,100 m from center,Single Room,2,,Location 9.6
257,Oporto Street Fonte Taurina - Riverfront Suites - Adults Only,8.6,"União de Freguesias do Centro, Porto",Excellent ,501 reviews,Original price 615 zł. Current price 433 zł.,1 km from center,Superior Suite with Street View,4,,Location 9.6
258,Koolhouse Porto,8.7,"Lordelo do Ouro e Massarelos, Porto",Excellent ,665 reviews,Price 338 zł,2.2 km from center,One-Bedroom Apartment - Top Floor,3,,
259,Eurostars Oporto,8.8,"Paranhos, Porto",Excellent ,"1,223 reviews",Price 333 zł,4 km from center,Double or Twin Room with Balcony + Parking,4,,
260,Dear Porto Guest House,8.5,"União de Freguesias do Centro, Porto",Very Good ,"1,437 reviews",Price 253 zł,0.6 km from center,Twin Room with Private External Bathroom,3,,
261,GR Suites,8.7,"Bonfim, Porto",Excellent ,471 reviews,Price 270 zł,1.3 km from center,Standard Single Room with Garden View,4,Breakfast included,
262,Douro Virtudes Apartments Historical Center,9.4,"União de Freguesias do Centro, Porto",Wonderful ,135 reviews,Price 784 zł,0.9 km from center,Apartment with Balcony,4,,Location 9.9
263,Casa Kala,9.5,"Bonfim, Porto",Exceptional ,175 reviews,Original price 845 zł. Current price 718 zł.,0.6 km from center,Superior Double Room,4,Breakfast included,Location 9.3
264,Lounge Inn Guest House,8.2,"União de Freguesias do Centro, Porto",Very Good ,659 reviews,Price 244 zł,1.4 km from center,Double Room,3,,
265,Malmerendas Boutique Lodging,9.1,"União de Freguesias do Centro, Porto",Wonderful ,332 reviews,Original price 601 zł. Current price 512 zł.,0.6 km from center,Junior Suite,4,Breakfast included,
266,Belas Artes Apartments,8.7,"União de Freguesias do Centro, Porto",Excellent ,625 reviews,Price 361 zł,0.7 km from center,One-Bedroom Apartment,4,,Location 9.4
267,Hospedaria Boavista,6.7,"União de Freguesias do Centro, Porto",Review score ,164 reviews,Price 197 zł,2.2 km from center,Double Room,3,,
268,Hospedaria Porto,4.4,"Campanhã, Porto",Review score ,85 reviews,Price 192 zł,2 km from center,Standard Double Room,0,,
269,Guest House Henrique VIII,7.1,"União de Freguesias do Centro, Porto",Good ,700 reviews,Price 221 zł,0.8 km from center,Budget Double Room,3,,
270,ML Apartments Story,8.5,"União de Freguesias do Centro, Porto",Very Good ,207 reviews,Price 267 zł,0.6 km from center,Standard Apartment,3,,Location 9.4
271,Bartolomeu Beach Apartments,9.3,"Aldoar - Foz do Douro - Nevogilde, Porto",Wonderful ,123 reviews,Original price 769 zł. Current price 655 zł.,5.6 km from center,One-Bedroom Apartment with Balcony and Sea View and Hot Tub,4,,Location 9.7
272,Aparthotel Oporto Entreparedes,7.9,"União de Freguesias do Centro, Porto",Good ,791 reviews,Price 361 zł,0.6 km from center,Superior Studio,3,,
273,Oporto Yellow Apartments,9.8,"Lordelo do Ouro e Massarelos, Porto",Exceptional ,11 reviews,Price 489 zł,1.8 km from center,One-Bedroom Apartment,0,,Location 9.5
274,Hotel Cristo Rei,6.3,"União de Freguesias do Centro, Porto",Review score ,"1,162 reviews",Price 488 zł,0.7 km from center,Quadruple Room,1,,
275,Aparthotel Oporto Alves da Veiga,8.8,"União de Freguesias do Centro, Porto",Excellent ,"1,409 reviews",Price 347 zł,0.6 km from center,Deluxe One-Bedroom Apartment with Street View,4,,
276,Oca Flores Hotel Boutique,8.6,"União de Freguesias do Centro, Porto",Excellent ,558 reviews,Price 690 zł,0.6 km from center,Standard Double Room,4,,Location 9.6
277,TMJ BeB,7.8,"União de Freguesias do Centro, Porto",Good ,462 reviews,Price 244 zł,350 m from center,Double Economy Room,3,,Location 9.3
278,Porto Automatic,7.0,"União de Freguesias do Centro, Porto",Good ,"1,259 reviews",Price 199 zł,250 m from center,Double Room with Shared Bathroom,0,,Location 9.3
279,Residencial Paranhos,7.1,"Paranhos, Porto",Good ,229 reviews,Price 211 zł,2.9 km from center,Twin Room,3,,
280,Porto River,9.3,"União de Freguesias do Centro, Porto",Wonderful ,764 reviews,Price 677 zł,1 km from center,Studio,4,,Location 9.8
281,Duerming Republik Aparthotel,9.3,"União de Freguesias do Centro, Porto",Wonderful ,3 reviews,Price 291 zł,450 m from center,Studio,3,,Location 10
282,Queen's Garden Hostel,9.1,"Ramalde, Porto",Wonderful ,242 reviews,Price 128 zł,3.5 km from center,Bed in 6-Bed Mixed Dormitory Room,0,,
283,Hostel One Ribeira,9.2,"União de Freguesias do Centro, Porto",Wonderful ,921 reviews,Price 171 zł,0.6 km from center,Bed in 6-Bed Mixed Dormitory Room,0,,Location 9.8
284,Aparthotel Oporto Entreparedes,7.9,"União de Freguesias do Centro, Porto",Good ,791 reviews,Price 361 zł,0.6 km from center,Superior Studio,3,,
285,Impar Studios,8.2,"União de Freguesias do Centro, Porto",Very Good ,584 reviews,Price 397 zł,500 m from center,Studio Apartment,4,,Location 9.7
286,GR Suites,8.7,"Bonfim, Porto",Excellent ,471 reviews,Price 270 zł,1.3 km from center,Standard Single Room with Garden View,4,Breakfast included,
287,ChatNoirPorto LaMaison,8.6,"União de Freguesias do Centro, Porto",Excellent ,625 reviews,Price 314 zł,1.6 km from center,Deluxe Room,0,,
288,Spot Apartments Ceuta,8.2,"União de Freguesias do Centro, Porto",Very Good ,497 reviews,Price 474 zł,300 m from center,One-Bedroom Apartment,4,,Location 9.3
289,ML Apartments Story,8.5,"União de Freguesias do Centro, Porto",Very Good ,207 reviews,Price 267 zł,0.6 km from center,Standard Apartment,3,,Location 9.4
290,Gabriel Guesthouse,7.7,"União de Freguesias do Centro, Porto",Good ,321 reviews,Price 207 zł,1.3 km from center,Double Room with Shared Toilet,0,,
291,Bruval Premium Apartments - Sé Porto,7.3,"União de Freguesias do Centro, Porto",Good ,231 reviews,Original price 427 zł. Current price 389 zł.,0.8 km from center,Apartment with Balcony,3,,Location 9.3
292,Hotel Portofoz,7.8,"Aldoar - Foz do Douro - Nevogilde, Porto",Good ,633 reviews,Price 385 zł,5.6 km from center,Suite with Land View,2,Breakfast included,
293,Oporto Living Apartments,8.7,"Campanhã, Porto",Excellent ,218 reviews,Price 399 zł,2.1 km from center,Deluxe Apartment,3,,
294,Daisy’s House - Stylish and central loft,8.3,"União de Freguesias do Centro, Porto",Very Good ,27 reviews,Price 385 zł,0.6 km from center,One-Bedroom Apartment,4,,Location 9.5
295,Maison Albar Hotels Le Monumental Palace,9.5,"União de Freguesias do Centro, Porto",Exceptional ,421 reviews,"Price 1,182 zł",150 m from center,Superior Double or Twin Room,5,,Location 9.8
296,Be Oporto Apartments Clérigos,8.7,"União de Freguesias do Centro, Porto",Excellent ,502 reviews,Price 338 zł,400 m from center,Studio Apartment,4,,Location 9.6
297,Casa 45,8.9,"União de Freguesias do Centro, Porto",Excellent ,434 reviews,Price 455 zł,300 m from center,Standard Twin Room - Second Floor,3,Breakfast included,Location 9.5
298,Hotel Porto Rico,7.2,"União de Freguesias do Centro, Porto",Good ,"1,329 reviews",Price 178 zł,150 m from center,Single Room,2,,
299,Casa Kala,9.5,"Bonfim, Porto",Exceptional ,175 reviews,Original price 845 zł. Current price 718 zł.,0.6 km from center,Superior Double Room,4,Breakfast included,Location 9.3
300,Duque de Loulé,8.7,"União de Freguesias do Centro, Porto",Excellent ,564 reviews,Price 422 zł,0.7 km from center,Studio Apartment,4,,Location 9.3
301,PortoSense Ribeira,9.1,"União de Freguesias do Centro, Porto",Wonderful ,211 reviews,Price 662 zł,1 km from center,Studio,4,,Location 9.8
302,Arco Apartments,9.6,"União de Freguesias do Centro, Porto",Exceptional ,219 reviews,Price 526 zł,0.9 km from center,Studio Apartment,4,,Location 9.8
303,Porto Republica Riverside,7.0,"Lordelo do Ouro e Massarelos, Porto",Good ,314 reviews,Price 333 zł,1.8 km from center,Double Room,3,,
304,Porto River,9.3,"União de Freguesias do Centro, Porto",Wonderful ,764 reviews,Price 677 zł,1 km from center,Studio,4,,Location 9.8
305,Porto Náutico & Spa,9.1,"União de Freguesias do Centro, Porto",Wonderful ,451 reviews,Price 719 zł,250 m from center,Deluxe Studio,4,,Location 9.5
306,Impar Studios,8.2,"União de Freguesias do Centro, Porto",Very Good ,584 reviews,Price 397 zł,500 m from center,Apartment,4,,Location 9.7
307,Aparthotel Oporto Batalha,8.8,"União de Freguesias do Centro, Porto",Excellent ,"1,368 reviews",Price 368 zł,0.6 km from center,Studio with Terrace,4,,Location 9.4
308,Vibrant Porto Apartments - Heroismo's Metro,8.8,"Bonfim, Porto",Excellent ,228 reviews,Original price 605 zł. Current price 495 zł.,1.6 km from center,Duplex Apartment,4,,
309,Oporto Chic&Cozy - Batalha II,9.0,"União de Freguesias do Centro, Porto",Wonderful ,395 reviews,Price 380 zł,0.7 km from center,Apartment with Garden View,4,,Location 9.6
310,RS Porto Historic Center,9.1,"União de Freguesias do Centro, Porto",Wonderful ,374 reviews,Price 495 zł,0.6 km from center,Studio Apartment with Balcony,4,,Location 9.8
311,Areosa,6.2,Porto,Review score ,414 reviews,Price 169 zł,4.1 km from center,Economy Twin Room,1,,
312,ML Apartments Charming Rooms,7.7,"União de Freguesias do Centro, Porto",Good ,277 reviews,Price 302 zł,500 m from center,Double Room with Private Bathroom,0,,Location 9.3
313,Miragaia House,9.3,"União de Freguesias do Centro, Porto",Wonderful ,252 reviews,Price 516 zł,1.1 km from center,Deluxe Double Room with Bath,4,,Location 9.3
314,Lunar Guest House,7.5,"União de Freguesias do Centro, Porto",Good ,903 reviews,Price 267 zł,0.7 km from center,Double Room,0,,
315,Rosa Et Al Townhouse,8.9,"União de Freguesias do Centro, Porto",Excellent ,143 reviews,Price 724 zł,0.9 km from center,Superior Suite,4,,
316,Majestic Hostel Porto,6.8,"União de Freguesias do Centro, Porto",Review score ,"1,096 reviews",Price 74 zł,450 m from center,Bunk Bed in Mixed Dormitory Room,0,,
317,Go2oporto - Ribeira do Porto,8.7,"União de Freguesias do Centro, Porto",Excellent ,268 reviews,Original price 826 zł. Current price 565 zł.,1.1 km from center,River Front Superior One-Bedroom Apartment,4,,Location 9.9
318,Lira Guest House B&B,7.8,"Paranhos, Porto",Good ,376 reviews,Price 204 zł,1.8 km from center,Single Room,3,Breakfast included,
319,Pimms Home Ribeira,7.9,"União de Freguesias do Centro, Porto",Good ,735 reviews,Price 385 zł,1.1 km from center,Standard Double Room,3,,Location 9.5
320,Spot Apartments Trindade,8.9,"União de Freguesias do Centro, Porto",Excellent ,"1,267 reviews",Price 664 zł,300 m from center,Two-Bedroom Apartment,4,,Location 9.4
321,Torel Palace Porto,9.2,"União de Freguesias do Centro, Porto",Wonderful ,679 reviews,"Price 1,258 zł",0.6 km from center,Classic Double or Twin Room,5,Breakfast included,Location 9.3
322,GuestHouse Belo Horizonte,7.5,"União de Freguesias do Centro, Porto",Good ,811 reviews,Price 267 zł,0.6 km from center,Double Room,3,,
323,Residencial Paranhos,7.1,"Paranhos, Porto",Good ,229 reviews,Price 211 zł,2.9 km from center,Twin Room,3,,
324,Residencia Vale Formoso,7.8,"Paranhos, Porto",Good ,492 reviews,Price 157 zł,1.8 km from center,Single Room,3,,
